__label__INFORMATIVE	e don happen casala don burst governor of oyo state seyi makinde has tested positive to the deadly coronavirus few days after holding a political rally in the state coronavirustruth
__label__INFORMATIVE	the line of cars just seems to get longer these folks demand release migrants held here in eloy to try and stop spread of covid human rights groups say at least two migrants in the detention center tested positive for virus httpurl
__label__INFORMATIVE	trump was wrong he bed his election on shutting down viruscdc issues domestic travel advisory as coronavirus deaths double to over 2000 within two days httpurl
__label__UNINFORMATIVE	most workplaces to close for one month from apr 7 to curb spread of covid-19” amp all the singapore morning news you need to know on one page for april 6 2020 via sarscovs coronavirus covip19 independentjournalism in cambodia httpurl
__label__INFORMATIVE	kentucky republican rand paul is the first us senator to tested positive for covid-19 house members diaz-balart (r-fl and mcadams (d-ut tested positive for coronavirus earlier this month
__label__UNINFORMATIVE	writing in fp amp have penned their case against lifting iran sanx over the covid pandemic mark and rich are two of the smartest amp most influential advocates of the max pressure policy and well worth reading a few thoughts httpurl
__label__UNINFORMATIVE	i have a place in philly and most of my family live in the general area i’m traveling a friend sent me this one floor of doylestown hospital is quarantined central bucks school district shut down coronavirus has arrived wth”
__label__INFORMATIVE	on friday aipac announced that two attendees had tested positive for covid-19 coronavirus mike pence and mitch mcconnell were both in attendance others are being self quarantined but not attendees from the us why httpurl
__label__UNINFORMATIVE	as coronavirus spreads democratic republic of congo discharges last ebola patient httpurl via 
__label__UNINFORMATIVE	the city of stl will start tracking positive cases of covid19 by zip code has your info this morning live from city hall tisl httpurl
__label__UNINFORMATIVE	thread join speaks to human rights lawyer and infectious diseases doctor daisy tagarda • gov't eyes mass testing for suspected covid-19 cases on april 14 • nbi probes netizens spreading fake news • dr tagarda shares story from the frontlines httpurl
__label__UNINFORMATIVE	check your email and visit the residence life covid19 plan for details on staying and checking out httpurl httpurl
__label__UNINFORMATIVE	the lss choices crisis hotline is available to help anyone experiencing domesticviolence in franklin county call 614-224-4663 24/7 love shouldn't hurt lssnetworkofhope experts fear domestic violence cases could rise during coronavirus outbreak httpurl
__label__UNINFORMATIVE	surgeongeneral just said 98% to 99% will recover coronavirusupdates coronavirus httpurl if 99% will recover why is the world economy shutting down why did the media lie that this virus has a 35% mortality rate it's a nwo control plan
__label__UNINFORMATIVE	inside louisiana's horrifying 'cancer alley' an 85-mile stretch of pollution and environmental racism that's now dealing with some of the highest coronavirus death rates in the country httpurl james pasley apr 9 2020 742 pm (continued 4 httpurl
__label__UNINFORMATIVE	 issues stay at home order issued for vt httpurl effective 500pm today until april 15th please read the order for businesses that are deemed essential vermontstrong covid19 thankyourgrocers thankyournurses thankyourdoctors stayhome
__label__UNINFORMATIVE	  they both are relief hospitals provided by the federal government and federal protocols govern who can be admitted guess the feds are not that keen to ensure non-coronavirus cases get admitted to their hospitals so can put corona patients in our regular hospitals
__label__UNINFORMATIVE	3 st xavier’s school shivajinagar 4 st lourdes school cubbonpet 5 st lourdes school halasuru (ulsoor please share covid2019
__label__INFORMATIVE	usat aipac says 2 pple at dc conf attended by pence amp others tested positive for coronavirus the american israel public affairs committee told conf attendees some of whom include lawmakers that at least 2 conf-goers have tested positive for covid-19 httpurl
__label__UNINFORMATIVE	motorhomes / rv's for overworked healthcare workers a thought occurred to me in reading about how healthcare workers are a so overworked and tired after their shifts and b so anxious over bringing covid19 back to their families c in some cases s…httpurl
__label__INFORMATIVE	australia melbourne gp clinic closed after doctor tests positive for coronavirus after seeing 70 patients this month - abc news httpurl via 
__label__UNINFORMATIVE	🚨senator loeffler and her husband sold shares in retail stores such as lululemon and tj maxx and invested in a company that makes covid-19 protective garments” in case governors were still wondering why price gouging on ppe products hasn’t halted🤨 httpurl
__label__INFORMATIVE	georgia in the coronavirus age chaos bad news mounting deaths more than 300 patients from cruise ship with + covid land in atlanta during flight 3 found to test positive 1 sick cdc screened remaining patients amp released them to fly home crazy httpurl
__label__INFORMATIVE	according to cmo lucknow dr narendra agarwal samples were taken of 25 people who had attended the tabglighi jamaat event all 25 people have been tested negative for covid19 
__label__UNINFORMATIVE	(update the indian rupee fell against the us dollar recently indian coronavirus cases risk exponentially growing with manufacturing slowing usdinr may rise but it faces fading momentum india rbi - httpurl
__label__UNINFORMATIVE	yemen if any covid19 case shows up in yemen god forbid then we hold the saudico regimes amp their masters full responsibility game over gestapo your biological warfare isn't going to break will of the people of yemen cholera amp diptheria are examples httpurl
__label__UNINFORMATIVE	when you divide the coronavirus stimulus package by the population of america and remember that the virus was first announced 6666 days after the 9/11 attacks 🧐 httpurl
__label__INFORMATIVE	mathematically the overall death rate from covid19 is 33% (3412 dead out of 100775 cases death rate china is 37% death rate s korea is 46% 👉🏼but the death rate in iran is horrific it is 259%⁉ httpurl
__label__INFORMATIVE	a california highway patrol officer stationed in oakland has tested positive for the coronavirus the latest bay area law enforcement officer to be diagnosed with the virus authorities said httpurl
__label__INFORMATIVE	sad 2 coronavirusindia suicides man commits suicide over coronavirus suspicion in dakshina karnataka another middle-aged man from uppoor village in neighbouring udupi district ended his life on wednesday after suspecting that he had the covid-19 infection -- pti
__label__INFORMATIVE	it will get worse since and the politically correct gang who are pawns of the un's will promote the spread of the virus through international travel into canada ontario confirms three new covid-19 cases httpurl
__label__INFORMATIVE	just read this ‘incredibly worrying covid-19 cases confirmed in gaza’ and geno felt bad for paul he’s been through so much lol good eyes old man
__label__INFORMATIVE	heard about the news regarding an employee in bgc specifically netlima building (where i worked before who’s tested positive for covid19 to my bgc friends and hangout buddies my ex-officemates and colleagues who are still working there you guys take care and be vigilant 😔
__label__UNINFORMATIVE	come on amp he must stop another hateful useless episode especially at such a time of disaster with the corona virus he must stop the hate amp shameful amp disgraceful actions adam schiff must forget amp must stop the hating especially at such a time of disaster with the corona virus
__label__UNINFORMATIVE	 it's what they do remember the imaginary extra 20000 police the 20 hospitals that were 8 then 2 imaginary help for sme's self-employed imaginary covid19 testing imaginary ppe imaginary ventilators invisible care home deaths httpurl
__label__UNINFORMATIVE	the corona virus cases in ghana is moving like the eve people's dance it moves forward comes back and move forward again 19 covid_19 cases now ehii 🙊🙊💔
__label__UNINFORMATIVE	an update on our efforts to secure covid-19 test kits for the city of mobile httpurl
__label__INFORMATIVE	 mr president ask evers in wisconsin to open our economy he has us on lockdown until may 26 we have 170 deaths attributed to covid-19 i think 170 is an inflated number last year our entire deaths were 140 we are not a hotbed we need to open
__label__UNINFORMATIVE	health-care workers make up 96% of confirmed covid-19 cases in ontario has learned from government data that includes doctors nurses paramedics personal support workers long-term care home staff and other health-care professionals httpurl
__label__INFORMATIVE	delighted to hear that friend has been discharged from hospital after having covid-19 i heard of her husband she's at home amp was having a brew what a fighter you are linda wishing the family good health love x localradio darloradio httpurl
__label__UNINFORMATIVE	we're just like everybody else - hunkered down at the moment talked to local olympians with concerns about training for tokyo2020 amid coronavirus shutdowns httpurl
__label__UNINFORMATIVE	 trump is no friend to veterans trump was advised about covid-19 on aircraft carrier theodore rooseveltdid nothing trump said soldiers suffering tbi had headaches after bombed soldier's wanting the 13% raise unpatriotic like soldier's who weren't pow's deported 800 httpurl
__label__INFORMATIVE	washington state has 148 new covid19 cases totaling 1524 (source growth appears linear looking back unclear about the next five days looking decent seattlecoronavirus httpurl
__label__INFORMATIVE	mike dudley was known as ‘pastor’ to many in baltimore the 61-year-old died just days after being diagnosed with covid-19 i talked with his family about the legacy he leaves behind as well as a heart wrenching reality of this virus dying in the hosptial w/out family httpurl
__label__INFORMATIVE	this evening we were notified that a member of the office of the vice president tested positive for the coronavirus pence's press secretary katie miller said in a statement
__label__INFORMATIVE	breaking the ministry of health on monday announced another religious gathering cluster of covid19 that took place in kuching sarawak in which two deaths and 83 positive cases have been recorded httpurl httpurl
__label__INFORMATIVE	a governor issuing a presser on covidー19 case in oyo state while fmoh and are doing the same shows a gap in coordination the unwarranted gap has left a dent on the of cases in nigeria cases now 23 in nigeria and not 22 the oyo case wasn't counted at 22
__label__UNINFORMATIVE	attn srls upcoming free webinar on april 7th topic covid-19 related information for srls adjournments legal paperwork amp urgent cases led by julie and family lawyers aisha amjad amp georgette makhoul more details on the facebook page here httpurl a2j httpurl
__label__UNINFORMATIVE	trump is hoping that warmer weather will kill this superbug as was the case with sars has anyone noticed that the west coast appears to be the epicentre of covid covidー19 related deaths just asking mr prez
__label__UNINFORMATIVE	 lead sarah sitting on the info for months lying about it and then creating the world's biggest clusterfuk in trying to manage it everyone see's and hears what trump* has done he's a joke covid19 covid19pandemic trumpliespeopledie
__label__INFORMATIVE	three more coronavirus positive cases confirmed in telangana today among 3 positive cases 2 of them are doctors from domalguda in hyderabad amp 3rd one is a 49-year-old male resident of qutbullapur in medchal with this number of covid19 cases in ts has increased to 44 httpurl
__label__INFORMATIVE	covid-19 did jesus stop being that great doctor the doctor of doctors my dear black / african « sheep » but where has your jesus christ the doctor of doctors gone in fact more than 1034 priests bishops and nuns died from the corona virus httpurl
__label__UNINFORMATIVE	 hmm now why oh why would biden still be opposed to medicareforall during a pandemic that's so far seen 10m+ people lose both their job amp healthinsurance amp said he'd even veto it if it passed through his congress🤔 nojoe nomiddleground dnckillsvoters covid19
__label__UNINFORMATIVE	who reversals during covid19 (1 no human-to-human transmission (2 not yet an emergency (pheic (3 no need for travel restrictions (4 no need for universal mask wearing this is what happens when the un and who puts politics infront of human lives
__label__INFORMATIVE	more recoveries the department of health reports 7 new covid-19 recoveries bringing the total number of recovered patients to 49 please stay at home covid19ph httpurl
__label__UNINFORMATIVE	httpurl coronavirus experiment gone wrong two wuhan lab leaks exposed by chinese scientists i had my suspicion of the origin of the virus😉👍
__label__UNINFORMATIVE	suspect food retail sales up a lot in jersey supermarkets will need more people as the covidー19 crisis develops some comfort for hospitality amp non food retail staff losing jobs there maybe another one
__label__UNINFORMATIVE	this coronavirus case is really serious even boko haram is working from home🤣🤣🤣 httpurl
__label__UNINFORMATIVE	montco pa coronavirus update- encouraging people to take advantage of 90 miles of trails in the county but continue to use social distancing
__label__UNINFORMATIVE	hometown heroes meet the new jersey restaurant owner who took out a 50000 credit line so he could continue to pay employees during the covid-19 closing httpurl
__label__UNINFORMATIVE	cdc says n95 masks can be used for 8 hrs of continuous or intermittent use should be discarded after interaction w/an infected patient many dr’s around us said they are being given 1 to use indefinitely they spray it down w/ lysol or wipe it off unsure it will help covid19
__label__UNINFORMATIVE	 plz convince all catholic churches esp in ft lauderdale to stop allowing gatheringswe know a person who has been attending church because there is a belief that”god will offer protection in his home” amp only 50 people were there covid19 socialdistancingfail coronavirususa
__label__INFORMATIVE	dr morrison still 3 positive covid-19 tests in pei close to 500 tests have been conducted waiting on results of 250 pei
__label__INFORMATIVE	rwanda traced back 3 of their covid19 cases from kenya now uganda confirms one of their case has links to kenya ukweliusemwe
__label__INFORMATIVE	breaking florida adds 200 new cases of covid-19 today and 2 new deaths roughly 50% of the cases in the state come from palm beach broward and miami-dade counties coronavirus httpurl
__label__INFORMATIVE	and btw there was a confirm case of covid19 in aziz bhatti amp his son also tested positive we have so many spain amp italy return people swarming the hospitals without masks amp coming in opds for minor illnesses this is the state of the affairs here the end
__label__INFORMATIVE	pence and mcconnell attended the aipac conference where two attendees have tested positive for the coronavirus wtp2020 wtpteam wtpebrc httpurl
__label__UNINFORMATIVE	capitol building 2022288800 house office buildings 2022254141 senate office buildings 2022243141 demand that our nov2020 elections amp all the primaries left must be from now on a mail-in only elecx process covid19 burisma= 
__label__UNINFORMATIVE	the story of covid-19's effects on western new york has largely been one of mind-numbing data provided day after day on a national state county and even municipal level but sunday's death notices in the buffalo news told a very different story httpurl
__label__INFORMATIVE	it couldn't have happened to a nicer person then again this virus is a joke a bad one at that hope it's not that one in a million fatal cases 👇🏼👇🏼👇🏼 canadian pm justin trudeau's wife sophie tests positive for coronavirus officials say httpurl
__label__UNINFORMATIVE	dear - don’t be an idiot you might have heard about a pandemic which is killing thousands of residents in football loving countries let organizations and countries decide what to do with their competions based on science and experts’ advise -covid19 httpurl
__label__UNINFORMATIVE	indonesia frees 18000 inmates as it records highest coronavirus death toll in asia behind china httpurl
__label__INFORMATIVE	breaking there are 77 new cases of covid19 in bc bringing the provincial total to 348 there are no new deaths dr bonnie henry says there are front-line workers who are getting infected has nice words to say about those working around the clock to help others 
__label__UNINFORMATIVE	five things to help stop the spread of coronavirus 1 wash your handsflexed biceps 2 cough/sneeze into your elbow 3 don't touch your face straight ruler 4 stay more than 3ft (1m away from others house with garden 5 stay home if you feel sick coronafreepakistan
__label__UNINFORMATIVE	the monday moment three scoops three sides of the story httpurl thanks to the + as well as and for the journos + inspiration in casano's case --- coco covid_19
__label__INFORMATIVE	the second case of covid-19 in pei was travelling on air canada flight 756 from toronto to charlottetown it left toronto at 920 am march 11 and arrived in pei at 1228 
__label__UNINFORMATIVE	 but they have never measured dr with total positive test data before sars swine flu influenza they cdc has always used total estimated cases if we use that same equation for covid19 it's more like 2% or less
__label__INFORMATIVE	a 38-year-old man has passed away in bihar today due to kidney failure he has been tested positive for covid19 he was from munger he died yesterday at aiims in patna had returned from kolkata two days back dr prabhat kumar singh aiims patna bihar
__label__UNINFORMATIVE	freebird httpurl coronavirus time for freebird budweiser what song is it you want to hear
__label__INFORMATIVE	here's the latest on the coronavirus - deaths in spain jumped 30% for a third day - italy death toil reaches 671 - global cases doubled in a week to over 300000 - german economy to shrink 5% bild says - a third of china cases showed no symptoms
__label__INFORMATIVE	 so sad nigerian medical doctor dies of coronavirus in the united kingdom please do not compromise your👇 washyourhands staysafe stayhome socialdistancing covidー19 httpurl
__label__INFORMATIVE	stephen harper mike pence attend conference where two test positive for covid-19 httpurl
__label__UNINFORMATIVE	 now i get it there was no new news on covid-19 trump called a 7pm news conference because biden had a video town hall at 7pm it was political good news trump gave biden lots of material for a truthful but ugly campaign ad 
__label__UNINFORMATIVE	this ends as of college football season regardless of the death toll or the south really will rise again and not for a deplorable cause collegefootball coronavirus
__label__UNINFORMATIVE	these covid-19 care cards are a great way to plan your day keep yourself motivated and build a positive outlook while working or learning from home stayhomesavelives httpurl
__label__UNINFORMATIVE	increase in covid-19 cases in 1 day in europe portugal 51% estonia 46% finland 45% uk 43% czechia 33% austria ireland 30% slovenia 28% germany france belgium 23% spain switzerland 21% italy greece 20% netherlands romania 19% sweden 18% iceland 16% norway 8% denmark 3%
__label__UNINFORMATIVE	happening now mayor and commissioner les miller and county administrator mike merrill are live to provide an update on covid-19 following today’s meeting of the hillsborough county emergency policy group watch httpurl httpurl
__label__UNINFORMATIVE	brenda murphy there haven’t been any published cases of covid infection through a school didn’t this pandemic just start amp isn’t the entire world learning as we go who’d have time to physically deal with covid-19 amp write a paper about it at the same time closeschoolsnow
__label__INFORMATIVE	correction pa has 83 new cases of covid-19 bringing our statewide total to 268 cases said pa health secretary dr rachel levine that's more than double the new cases wednesday**
__label__UNINFORMATIVE	fauci said 1covid19 nothing to worry about-then he said it was 2no need to wear masks-then he said there was 3treatment proposed by our president wasn’t effective-yet it was fauci-an expert on infectious disease🙄 no wonder our healthcare system is failingfirefauci
__label__INFORMATIVE	two men with coronavirus have died in balkh province provincial health officials confirmed on monday adding that one was an 86-year-old who died in a hospital and the other was 70 and died at home so far three people have died of coronavirus in balkh province afghanistan httpurl
__label__UNINFORMATIVE	once again was right deep state drfauci was being unnecessarily negative optimism and hope is the remedy to this crisis negativity only fuels the left's narrative dr oz my 'jaw dropped' at hopeful coronavirus trial results httpurl
__label__UNINFORMATIVE	 i wouldn't go near stanford let alone santa clara county the border ended with palo alto for me but once i found out the stanford doctor got infected with the plague thats a no go zone at least till the cases stop multiplying don't feel safer in sf but thats covid19 life
__label__UNINFORMATIVE	will the worldend on april 29 2020 know the truth an asteroid approx 18 km to 41 km in size will fly past earth from a safe distance of 39 million miles at an expected speed of around 20000 mph 29thapril2020 asteroid corona coronavirus httpurl
__label__INFORMATIVE	iraq on sunday imposed a total nationwide lockdown until march 28 to fight the novel coronavirus as the number of cases grew and the death toll climbed to 20
__label__INFORMATIVE	**coronavirus in md update** is asking anyone at the village of rockville a retirement community feb 29 between noon-6pm to see their health provider to be tested to date in md 44 people tested 33 negative 3 positive and 8 tests are pending httpurl
__label__INFORMATIVE	another korean air flight attendant confirmed for coronavirus she was part of the crew for korea to la diagnosed after returning to korea
__label__INFORMATIVE	 the country like japan and us that does not test or does less will lose the war against covid19 south korea italy uk carry out large tests skorea 178189 tested italy 42062 tested testing the suspected people is like removing mines from ground
__label__INFORMATIVE	the infographic shows the spread of covid19 outside of china ireland has 683 confirmed cases with three deaths brave healthcare works volunteers communities are giving everything to contain the virus and assist each other in this difficult moment source bbc jhu httpurl
__label__INFORMATIVE	update covid19 in africa new cases = nc - 38 nc in s africa - 24 nc in burkina faso - 10 nc in nigeria - 7 nc togo - 6 nc tunisia - 5 nc dr congo - 5 nc ivory coast - 3 nc ghana - 2 nc cabo verde - 2 nc mauritius - 2 nc zimbabwe - 1 nc in algeria - 1 nc angola - 1 nc liberia
__label__UNINFORMATIVE	 instead of make hunger kill man inside house laidis e no go beta make guy man kuku get coronavirus ontop where him de hustle for street at least that way man go see chow for hospital plus possibility of survival too😞😢 the government said to stay indoors on empty bele😖😨
__label__INFORMATIVE	i’m too fragile for this 😭 but here is a coronavirus patient success story a 44-year-old woman who spent 10 days on a ventilator was discharged today after being at st david's south austin medical center for 16 days with coronavirus
__label__UNINFORMATIVE	ctso is running its manufacturing plant 24/7 cytosorbents shares up 32% after cytosorb used in covid-19 patients also on my list srne bcrx
__label__UNINFORMATIVE	 just confirming that lowlife scumbags of the hanson voting type are alive and thriving on racialabuse in australia noroomforracists hansonsonenation covid19 httpurl
__label__INFORMATIVE	according to httpurl there were 392594 positive covid-19 cases in the us as of yesterday i made this pie chart that shows the relative amount by each state httpurl
__label__UNINFORMATIVE	breaking wolf administration delays enforcement that all non-life-sustaining businesses in pennsylvania must close their physical locations to slow the spread of covid-19 enforcement will now start at 8am on monday march 23rd httpurl httpurl
__label__UNINFORMATIVE	we can get through covid-19 dami na outbreak in the past years and lahat yun nalampasan ng earth
__label__UNINFORMATIVE	 and he was told on february the 3rd by the military that over 150 thousand people could die from the coronavirus and on february the 4th he sent our medical supplies we need to china httpurl
__label__UNINFORMATIVE	coronavirus world map which countries have the most cases and deaths httpurl httpurl
__label__INFORMATIVE	colorado coronavirus cases eight total patients have been announced others quarantined italy italy italy ⁦ httpurl
__label__INFORMATIVE	today we transported 10 covid 19 positive patients for hse hospitals my dedicated team stepping up to play our part preparing for a few difficult weeks ahead together we are stronger httpurl
__label__UNINFORMATIVE	recently health minister of sl pavithra wanniarachchi has said that all the patients who have died of covid-19 would be cremated it is against the tenets of islam and in contravention of the guidelines on disposal of dead bodies issued by who which allows burial 
__label__UNINFORMATIVE	washington vast intervention driven by terrifying 30%-50% daily increases in coronavirus cases with no end in sight httpurl
__label__UNINFORMATIVE	america's grocery store workers are on the front lines of the coronavirus pandemic helping to keep the nation's 330m residents alive and fed in an uncertain and frightening time httpurl
__label__UNINFORMATIVE	the year is jst 3 mnths old but we've had enough trouble that should last a decade 🥺 2020 this was not out agreement oo rip to d dead quick recovery to the sick n injured amp may god console those who are bereaved festac satellite town abule ado bethlehem lagos coronavirus
__label__UNINFORMATIVE	the nationwide lockdown in india because of the coronavirus has dealt a body blow to the country’s neediest many of whom have long backed narendra modi httpurl
__label__UNINFORMATIVE	tellimer - kenya covid-19 proposed tax cuts now permanent fiscal deficit still a concern kenya's national treasury has confirmed that the measures proposed to deal with the impact of covid-19would be permanent which we see as positivefor the economy… httpurl
__label__INFORMATIVE	syria has now reported its first coronavirus case after weeks of rumours about an outbreak in the country here’s what it could mean for regime areas with httpurl
__label__UNINFORMATIVE	fm says that the scottish budget includes increased funding for nhs social care resources there is an intensive focus on getting people discharged appropriately and is a particular focus given the coronavirus outbreak fmqs
__label__INFORMATIVE	 is confirming four more positive cases of covid-19 in the county this makes 13 total confirmed cases of covid-19 in santa barbara county at this time read more httpurl httpurl
__label__UNINFORMATIVE	 russia’s secretive vector lab where they studied viruses etc fire some kind of incident in nov 2019 month lateradmittedly very far awaycoronavirus pops up in wuhan just saying
__label__INFORMATIVE	hawaii lt gov josh green is calling for a 60-day pause in cruise ship travel to the united states after former grand princess passenger tests positive for covid-19 in the island state via 
__label__UNINFORMATIVE	ladies and gentlemen put your hands together for johnny covid and the underlying comorbidities”
__label__UNINFORMATIVE	 the issue isn’t that they begged the issue is that a country of over 200million people or more had more or less 500 ventilators before now while other countries like ukraine had 3500 which is not enough anymore because of the increasing cases of covid-19 what were we doing
__label__UNINFORMATIVE	pretty certain the thingee for boris johnson at 800 tonight is a propaganda exercise produced in the backroom at number 10 this had cummings et al written all over it covid19
__label__INFORMATIVE	174 new cases of coronavirus in korea there are now 6767 total cases in korea there have been 44 deaths related to coronavirus 118 patients have recovered and been discharged from the hospital with 1 case of re-infection httpurl
__label__INFORMATIVE	global figure of coronavirus cases has exceded 1 million and death 51k plus yet we want social gatherings and congregational prayers still we can save ourselves and others if we stay at home and observe social/physical distancing kindly spread the word httpurl
__label__INFORMATIVE	this is a nigerian nurse who died on after contracting covid19 in the course of duty while caring for client with covid-19 virus in miami rip great angel httpurl
__label__UNINFORMATIVE	 seasonal flu kills roughly 01 percent of people so covid-19 is between 10 and 20 times more fatal but it is far less dangerous than sars – the virus that ripped across china in 2003 – which killed 10 percent of patients
__label__INFORMATIVE	 no figure that i've seen for icu admissions but covid-19 hospital admissions all told stood at just over 9000 on mar 30 by yesterday total deaths had risen by around 4400 - or 245% - in the eight days since i'd assume at least a fair proportion of those who died were in icus
__label__INFORMATIVE	the deaths of the first british doctors from covid-19 have intensified pressure on ministers to accelerate the supply of ppe as after two uk doctors die - a further uk medic died after this story was published httpurl
__label__INFORMATIVE	while was rallying in michigan and bernie was blaming the establishment teamtrump furthered their plan to distract voters by mishandling the coronavirus outbreak the night before supertuesday2 716 us coronavirus cases were reported 36 states were infected httpurl
__label__UNINFORMATIVE	the covid-19 unleashed headwinds which have deeply impacted the airline and hospitality sector now pose a major risk to the job security of over 200000 workforce employed with the country's private airport operators ommcomnews httpurl
__label__UNINFORMATIVE	coronavirus tests that can reveal who has already recovered will become available in 'a week or so' fauci says those people could go back to work first httpurl httpurl
__label__UNINFORMATIVE	uch cmd reveals why patients are overcoming covid-19 infection quickly httpurl / for those who are returning to work after testing negative their action is not in tandem with the ncdc guidelines after the second test to always stay at home
__label__INFORMATIVE	first beloved italy now beautiful spain 😢 spain's coronavirus cases leap by 5000 in 24 hours now only behind china and italy httpurl
__label__UNINFORMATIVE	 211 * 1746 usd - that's the price kq asks for flight nairobi - london incl covid test which has to be negative to board makes 368406 minimum will there be a refund if the test is positive
__label__UNINFORMATIVE	so it seems that i may have been right in suspecting that including such a measure in the draft version of legislation that would be circulated for input was a trialballoon and it seem that it did not fly cdnpoli covid19
__label__INFORMATIVE	 trump's lying his ass off he's not stemming the spread of the virus by shutting borders he ignored the spread once we had cases in the us because he didn't test today in ny alone 7152 cases of covid19 2950 new positive cases 4408 cases in nyc 18% hospitalized
__label__INFORMATIVE	125 cases of covid19 are now being investigated in south carolina greenville county was notified of 5 additional cases today which brings the county total to 12
__label__INFORMATIVE	omg this is really bad china hid data for gt a week they sent samples from coronavirus victims 12/24/19 a wk before they alerted who of 40 cases of unusual pneumonia 12/31 from wuhan a city of 11m the market where infected worked amp millions shopped only shut down 1/1/20
__label__INFORMATIVE	 weekly actual deaths in wales amp england last 5 yrs green yr to 3rd april black expected no of deaths without cv would have been 9-12000 total no of covid deaths announced that week was 2851 in all uk indicates that actual death rates are 50-150% higher than those announced httpurl
__label__UNINFORMATIVE	in belagavi there are 3rd highest covid19 cases in k'taka no testing lab yet in uttar k'taka region bgv badly in of lab belagavineedscovid19testinglab  httpurl
